,M1,M2
0,0.12587467776988756,0.024728026501463683
1,0.018582048468247864,0.0006088547212989392
2,0.011512975758836912,0.00021875993332022827
3,0.0038761796829992873,2.4350204527844916e-05
4,0.0030104428014044392,1.4531108906779916e-05
5,0.0023452554014161287,8.526305704718214e-06
6,0.0020114944739350986,5.994681763283343e-06
7,0.0008164428549591873,1.0579568263675278e-06
8,0.0007560254083034967,8.514826815901143e-07
9,0.0006044317405428011,5.68982074581129e-07
10,0.000521046990318135,4.6486482876660906e-07
11,0.00045994799994914285,3.4498365093477414e-07
12,0.0005505439156789776,5.324377002240035e-07
13,0.0004986861923540285,3.639764814604428e-07
14,0.0004535436552622001,3.3764733885329357e-07
15,0.00031600778832738247,1.7907028413047351e-07
16,0.00024604044900240144,1.0557158808685865e-07
17,0.00029411815173017986,1.4132800116720813e-07
18,0.00023006916699721245,9.297783872349333e-08
19,0.00025697700272522237,1.1241285034516828e-07
20,0.00024872156586247323,1.1614174673276276e-07
21,0.0003044229970787004,1.5293409462410632e-07
22,0.0002756231900655353,1.2392249000920497e-07
23,0.0002531547245079201,1.105283590502462e-07
24,0.0002605042324954554,1.2205024433220889e-07
25,0.00023160662294303814,9.941846960790683e-08
26,0.00026242071299115995,1.1078497648684315e-07
27,0.00025974962361538,1.1947937796342088e-07
28,0.00026032392655377887,1.2014979488588936e-07
29,0.0002700738376103948,1.33868005835957e-07
30,0.0002486191499709445,1.083187595163163e-07
31,0.00020958550005178997,7.890589281434083e-08
32,0.00022025186946912916,9.143067050335832e-08
33,0.00020424007706849488,7.440175819884711e-08
34,0.0002425702701270323,9.926553792542854e-08
35,0.0002182388369437475,7.961524730486668e-08
36,0.00020969376972148276,8.982834211938762e-08
37,0.0002251695146348284,8.409408943104203e-08
38,0.00023027145425771208,9.021791416806623e-08
39,0.00021676158562301657,7.555515888635353e-08
40,0.00021803759547254587,8.70185649216049e-08
41,0.000200415381494735,6.796342645514431e-08
42,0.0002095145116393142,8.227589581792022e-08
43,0.00022096096342501872,8.763468119326684e-08
44,0.0002037152267098019,7.084000001728829e-08
45,0.00018058403601030332,6.032492730546035e-08
46,0.0002560203476140896,1.088098284424064e-07
47,0.00022606630971378955,8.731794611085605e-08
48,0.00021941752665022356,8.813769795118617e-08
49,0.0002542896457575642,1.0344031634543493e-07
50,0.0002173723257183655,8.459198666951494e-08
51,0.00021375110332173136,8.047344980545486e-08
52,0.00020544498885209935,7.94915435079604e-08
53,0.00021326432021927155,8.445381564430206e-08
54,0.00021415084304096283,8.070782693325414e-08
55,0.00024300138773136152,1.1728755776226104e-07
56,0.00020575852337273882,7.426938470511299e-08
57,0.0002259522151207319,9.789582685368199e-08
58,0.00021329921375760677,7.959902507770557e-08
59,0.00019537960457428565,7.003813634881514e-08
60,0.0002180678366239152,8.012460209143064e-08
61,0.00019924267208865386,7.405283611066956e-08
62,0.00020617512394486203,7.308695648807821e-08
63,0.0001814608833802642,5.45440265297267e-08
64,0.000176824722626248,5.995141864213415e-08
65,0.00018828482869183484,6.689983259098016e-08
66,0.00018938680183317813,6.049176628618351e-08
67,0.00018743038296716646,5.9206176696136685e-08
68,0.0001763148130582535,5.858997050484725e-08
69,0.00018757562769637553,6.191468540402408e-08
70,0.00018305485614194408,5.993248440028042e-08
71,0.00022950294285035527,9.336970069251546e-08
72,0.00019379173088222035,6.317539440370683e-08
73,0.00018613585500926058,5.859265435399008e-08
74,0.00016888003237767817,4.8522006963310756e-08
75,0.00016408799935581006,4.930961121021057e-08
76,0.0001729294867144412,5.058785561018838e-08
77,0.00019095623731760368,6.086555932463571e-08
78,0.00018518181588968567,5.811977079463662e-08
79,0.00019615606461759457,6.360796038195692e-08
80,0.00018731608061226947,6.15286708608594e-08
81,0.00018794156209916797,6.703792201825171e-08
82,0.0001717464842252449,4.8497050953714514e-08
83,0.00017608272980723077,5.58585184808529e-08
84,0.00018403538673920756,6.452905729538484e-08
85,0.0001902375875729773,6.925200773312117e-08
86,0.00016446711485907858,4.681842835342557e-08
87,0.0001661330045838891,4.675974187050666e-08
88,0.00017816873201508777,6.638919762042377e-08
89,0.0001796942622644869,5.3106194247830275e-08
90,0.00018319382381833877,5.882068765329282e-08
91,0.00017136526720644283,5.371198852317914e-08
92,0.00017069228734597436,5.140871296776372e-08
93,0.00017813282418973733,5.467577652310213e-08
94,0.00019806384647289612,6.784822147510931e-08
95,0.00020420033896319066,7.099180080717371e-08
96,0.00018706220696589336,6.648191713917352e-08
97,0.00019143644034624164,6.61224713480321e-08
98,0.0001797308289751497,5.3529866434288814e-08
99,0.00017697035526794173,5.3995217565352254e-08
100,0.00017079262450180602,5.149441310138206e-08
101,0.0002053162675820438,7.316524995521391e-08
102,0.00018888789392835365,6.011670727227188e-08
103,0.0002039642893308097,6.783317661436688e-08
104,0.00017064600375269918,5.131853816991843e-08
105,0.00019067595357056573,6.654318569879086e-08
106,0.0001874833943106122,5.730103896759056e-08
107,0.00019879195541344194,6.974528042938773e-08
108,0.00018312875032027148,6.166313758540445e-08
109,0.000179193187224351,5.1524563464185804e-08
110,0.00018724180931904607,6.718620185481029e-08
111,0.00016539608752524752,5.077725231304252e-08
112,0.0001931105808879,5.890862943573649e-08
113,0.0001774795930034927,5.452670441536368e-08
114,0.00017941634185053597,5.86354368570937e-08
115,0.00017387718738202975,4.938793870147895e-08
116,0.00015964014160243538,4.21111333968691e-08
117,0.00020249777864428164,7.174284826871845e-08
118,0.00019460184298533833,6.089751188736592e-08
119,0.0001962343269852983,6.836300655129405e-08
120,0.0001752022728119807,5.6474302200409356e-08
121,0.0001600344555628082,4.4892704656255924e-08
122,0.0001877580009946829,5.9813046999224e-08
123,0.00019262290262152073,6.007441203914286e-08
124,0.00018935734986770964,5.5788186270683695e-08
125,0.00018730184354786157,5.99467532579193e-08
126,0.00017768216347471282,5.819629311841338e-08
127,0.00014356853913416253,3.7645601686692886e-08
128,0.00015170036243362248,3.937708411899249e-08
129,0.0001440693720090391,3.5192401310538703e-08
130,0.00016374949365601153,4.981746178037773e-08
131,0.00015183823389588961,4.1720729476829697e-08
132,0.00014926658616829053,3.984715937572042e-08
133,0.00014805290354847706,3.8607015463219235e-08
134,0.00014842522273169454,3.747623478804197e-08
135,0.0001377579168521801,3.2533129749287975e-08
136,0.00014528576910297108,3.803422323881673e-08
137,0.00014678338672600383,3.897087972677058e-08
138,0.00014942212201845648,3.700333238513412e-08
139,0.00016032692159271555,4.465503992762725e-08
140,0.00016744611050912368,5.2962759549612616e-08
141,0.00015926841385970715,4.38708845940562e-08
142,0.00015242818163274292,4.136541600405116e-08
143,0.0001452800031531153,3.6355979741532216e-08
144,0.00016641361530532285,4.959183170144729e-08
145,0.00015238452485858727,4.011967173598943e-08
146,0.00016509840250854524,4.525072535891528e-08
147,0.0001448549043109245,3.555242487334181e-08
148,0.00013748123708086357,3.41135359163646e-08
149,0.00014045934478999425,3.426127310132749e-08
150,0.0001364300901311552,3.11309912256305e-08
151,0.00016071780591451131,4.2677677982623017e-08
152,0.00015978304076710907,4.591804584270406e-08
153,0.00014029839367612167,3.494488409547215e-08
154,0.00016927469538044416,5.0571945773761113e-08
155,0.00015279222914152044,4.1124548220319206e-08
156,0.00014876956613747103,3.772057787038925e-08
157,0.00014077368392604654,3.36169820750422e-08
158,0.00014663721855834292,4.001897543139061e-08
159,0.000146361285916802,3.883477138138434e-08
160,0.0001570240723338551,4.561695266251964e-08
161,0.00014390234216314513,3.848355344656291e-08
162,0.00013808102470729718,3.417777937064344e-08
163,0.00014229367842052374,3.6405195222708977e-08
164,0.0001620125616265658,4.82997240796803e-08
165,0.00014520492536843624,3.6072485703558165e-08
166,0.00016893445609544164,5.226717400615076e-08
167,0.00016619391578509717,4.6772667205405014e-08
168,0.00016376583215198817,4.9999029099364696e-08
169,0.00014431867557593213,3.612654697828977e-08
170,0.00015242702652660205,4.168885518700554e-08
171,0.00015096824494800702,4.1680401010579884e-08
172,0.00014388995578785532,3.815255705409754e-08
173,0.00014431092208875957,3.480769742044143e-08
174,0.0001627104932844994,4.6790636991547066e-08
175,0.00015444510608992159,4.1638686103042206e-08
176,0.00017296008945867676,4.8876634483029396e-08
177,0.0001564565207111758,4.185492248836896e-08
178,0.00014478144506267288,3.590245826014733e-08
179,0.0001635643849789654,4.6545661226946404e-08
180,0.00014342926802334742,3.599396836553389e-08
181,0.00014458413931366465,3.731311744087602e-08
182,0.0001478780050103426,3.5222928614504345e-08
183,0.00015773605656618314,4.3305301806679136e-08
184,0.00016654309693473927,4.69707012542371e-08
185,0.000136601059856946,3.4131312301282515e-08
186,0.00016179343276727137,4.462051578240917e-08
187,0.0001538088567443526,4.287724763054631e-08
188,0.00016659200470907077,4.960019048894766e-08
189,0.0001509981456350696,4.264299605034715e-08
190,0.00015560128461918372,4.119532337029581e-08
191,0.00013620475179008712,3.336015398130519e-08
192,0.0001493414325388659,3.82309593357652e-08
