,M1,M2
47,0.0010079730069919941,1.6906943056078143e-06
48,0.0009469288222007278,1.3992266046796584e-06
49,0.0009038214340155245,1.3369085438916555e-06
50,0.0009318685619316977,1.4859503196892423e-06
51,0.0008958791206450479,1.385902147555574e-06
52,0.000909917563895413,1.3602908319723892e-06
53,0.0008996180067003313,1.2567605846585937e-06
54,0.0008967242532254483,1.2992594928549364e-06
55,0.0008330402179314843,1.1454796616406264e-06
56,0.000824727483383713,1.0593996951186103e-06
57,0.0008221814837146557,1.1062113349639296e-06
58,0.0008209312037530266,1.07584592126377e-06
59,0.0008306013359582008,1.0865465158768186e-06
60,0.0008116843407612352,1.0062560129601247e-06
61,0.0007963187551608038,9.61256780559516e-07
62,0.0007405019292971057,8.764916047819567e-07
63,0.0007184836243051856,7.968540492412915e-07
64,0.0007013023474308935,7.823324350646511e-07
65,0.0007043159280460135,7.652300259760721e-07
66,0.0006712322746720237,6.94150984930939e-07
67,0.0007346418804759105,8.008429644842326e-07
68,0.0007277338620255037,7.873129363043201e-07
69,0.0006167125977066814,6.130675842838423e-07
70,0.0006716858867245286,7.04979835409479e-07
71,0.0006302986766985593,6.010298100805377e-07
72,0.0006703247785562618,7.060370279845344e-07
73,0.0006738807200306258,6.768004122659711e-07
74,0.0005716668775989659,5.342580785722546e-07
75,0.0006040863317185907,5.848076516214181e-07
76,0.0006004795677840119,5.775155266545907e-07
77,0.0005844319344230857,5.529838792096585e-07
78,0.0006040807108035916,5.838613665737194e-07
79,0.0005903542209282083,6.064074730627112e-07
80,0.0005259509864826767,4.690784491438713e-07
81,0.0005786243415954358,5.079132491317368e-07
82,0.0005671296467750611,5.346305772895673e-07
83,0.0004959627380813958,4.041287821162103e-07
84,0.000490844860368651,4.0124516612652683e-07
85,0.0005078921878206806,3.906242668451489e-07
86,0.0005060939052827047,3.976087788393149e-07
87,0.0004938829685022429,3.909144510379648e-07
88,0.0005785200190011814,5.278481380766754e-07
89,0.0004429822626107979,3.0859303975851117e-07
90,0.00046065931652823774,3.272006805795966e-07
91,0.00047546763285356825,3.479495554812671e-07
92,0.0004583917952017809,3.6224058895641344e-07
93,0.00044032186836762035,3.2137683339585845e-07
94,0.0004456202906465445,2.9316315170492004e-07
95,0.0004736493792535117,3.503577552619836e-07
96,0.0004546658452008078,3.16888751055524e-07
97,0.00043450260334548796,2.9086349106134335e-07
98,0.00044680795944382145,2.9971790230643206e-07
99,0.00040216819468690327,2.697952980068493e-07
100,0.0004237208787467256,2.820650558720177e-07
101,0.00042939298915699217,3.117113622972147e-07
102,0.00037907986790025697,2.19848238201558e-07
103,0.0003943509369033405,2.5995689011345016e-07
104,0.00044000322447921333,2.904268984872372e-07
105,0.00038459327517674204,2.577966084980558e-07
106,0.0003707046422851063,2.339780387874767e-07
107,0.0003861057495522346,2.24140153074816e-07
108,0.0003246311711658773,1.7456744921611984e-07
109,0.0003412843093907502,1.8404644848684716e-07
110,0.00033561062787647354,1.9059819305214592e-07
111,0.00035917199392156206,2.436698555479633e-07
112,0.0003444073645485895,2.091745976696022e-07
113,0.0003787020797521761,2.544112512828247e-07
114,0.0003569812421951695,2.040103638078732e-07
115,0.000338441942198504,1.9654949795610914e-07
116,0.00038844142504367073,2.4965564350293936e-07
117,0.00036720197011890106,2.1872547984681882e-07
118,0.00030618578498005914,1.5752628589984376e-07
119,0.0003316231912608096,1.9152843578257878e-07
120,0.0002935072567251308,1.382690544397778e-07
121,0.0003247486216973554,1.5139928566724726e-07
122,0.0003492889156810503,1.8853244256045542e-07
123,0.00037796770466888254,2.0644761826704732e-07
124,0.00031660110831471295,1.5604876826631815e-07
125,0.00030914217291160234,1.5604960473280348e-07
126,0.0003037328003714087,1.479390459417735e-07
127,0.0002898683628547742,1.4620525589943928e-07
128,0.00030668690182038727,1.5839289302839711e-07
129,0.000272156795976761,1.2176262381735308e-07
130,0.0002935607314121456,1.2428803340824192e-07
131,0.00028230542543457066,1.2744959353283963e-07
132,0.0002793057309050151,1.1925701234072171e-07
133,0.0002963356027186497,1.3938111929079367e-07
134,0.00028656483083718264,1.3853723935585422e-07
135,0.00034137923385323853,1.9754298861899028e-07
136,0.0002697223823200154,1.2966852647364878e-07
137,0.0002560211613102881,1.0531007148254664e-07
138,0.00028176039312317446,1.2390507715639064e-07
139,0.0002501196497882802,1.188634973289656e-07
140,0.0002400727112012473,1.258935856598263e-07
141,0.00028831640958610385,1.5595049173212866e-07
142,0.0002407233157094767,1.0208907678297503e-07
143,0.0002708960023052043,1.2928264400183972e-07
144,0.0002868918881428655,1.4805112840664955e-07
145,0.00025566420057740756,1.1171257915318129e-07
146,0.0002728138422297119,1.2679583611285137e-07
147,0.00028097627302754464,1.3816849436805087e-07
148,0.0002495599432202149,9.620403718655283e-08
149,0.0002158005320449928,8.655660940567212e-08
150,0.0002377861633582031,9.88200905518212e-08
151,0.000240671577357502,1.070611159519579e-07
152,0.00023661851225627764,9.499939718505796e-08
153,0.00023079993628201306,9.10242180282532e-08
154,0.00028233924977555825,1.306959887486642e-07
155,0.00024181345415518173,9.42161962493352e-08
156,0.00020895712489695978,8.489204312253085e-08
157,0.00024144731991882206,1.0850938165208564e-07
158,0.0002490267621115871,1.0030886268018326e-07
159,0.00025641599172262526,1.311253403723246e-07
160,0.00021072149367178173,7.879861067699043e-08
161,0.00022083193701798848,9.175503581872776e-08
162,0.00021028507630160191,7.60504395241914e-08
163,0.00026725695934336566,1.2091941940614847e-07
164,0.00021113706923861215,8.534694295665007e-08
165,0.0002347984935019032,8.84887184245098e-08
166,0.00020441133698327962,7.22534250499434e-08
167,0.0002400460609825007,9.993649366706237e-08
168,0.0002445292114585297,1.0183813783008573e-07
169,0.00021771335976098377,8.380305152333064e-08
170,0.00022003872254073648,9.094287604201855e-08
171,0.00022015526841344407,8.103458930482258e-08
172,0.00022659493692895377,8.475501994420783e-08
173,0.00019465461315164114,6.857738079481225e-08
174,0.00020298062771935307,6.521674106616355e-08
175,0.00022383174332240752,8.662105704793267e-08
176,0.00024306477745042495,1.0382599499107687e-07
177,0.0002210663844693077,8.175887859488089e-08
178,0.00020793734578773826,6.977818378904567e-08
179,0.00021790711071339541,8.616391516849621e-08
180,0.00026106700462149635,1.1369354929655853e-07
181,0.00023957534483225228,9.074455870557697e-08
182,0.0002067633731734807,7.094331698312065e-08
183,0.00022129449335521077,8.562468059181671e-08
184,0.00022069382468850092,8.494742705870833e-08
185,0.0002313456034647663,9.23711018104128e-08
186,0.00019058402977786392,6.066132272203397e-08
187,0.00019090052890665356,6.256293704828094e-08
188,0.000216457330678159,9.597324492678438e-08
189,0.00021648985133853132,7.45142099244373e-08
190,0.00020067245588156697,6.731610792037779e-08
191,0.00016636278176573229,5.115880669470443e-08
192,0.00022117725950714182,9.114481745179673e-08
193,0.0002330696462860147,9.739596501886291e-08
194,0.00019706115398972402,8.194954176379067e-08
195,0.00021349305551653393,8.448614833766743e-08
196,0.00021208010949199903,7.25272612239448e-08
197,0.00019352238615080852,6.95440219703317e-08
198,0.0001969792091259766,6.443042452957556e-08
199,0.00019343131451152117,7.380506109205385e-08
200,0.00019042559574389002,6.664452255101709e-08
201,0.00020497124766300734,7.202301507207553e-08
202,0.00021615145069303444,7.62956879322364e-08
203,0.00022172040188345903,9.237252715946509e-08
204,0.00016683484197093593,5.2572335337397086e-08
205,0.00017603192005702302,5.204269936167709e-08
206,0.00018974785020259651,6.304828977631667e-08
207,0.00017831315781110027,5.749575045776794e-08
208,0.0002118873030360286,7.34984011214918e-08
209,0.0002205837032074496,9.105475230428954e-08
210,0.00019914819976946436,6.564133483400874e-08
211,0.00019123871896626328,5.960318205141973e-08
212,0.0001988146680429349,7.220046888376834e-08
213,0.00018893497644694297,6.187376353554233e-08
214,0.00021329093625032825,8.192951071414845e-08
215,0.0001928687528882715,6.53824824901844e-08
216,0.00020591300427160467,7.272833920672685e-08
217,0.00020275522731660065,7.033826213585822e-08
218,0.00019443076964683823,7.566565912357217e-08
219,0.00020186588541124673,7.494449991779843e-08
220,0.0001916823546747572,6.76534861731484e-08
221,0.00019743106537528288,6.734310753270523e-08
222,0.0002383333081030004,9.958186425428016e-08
223,0.00017542404442443216,5.8806651889476104e-08
224,0.00017736731431204736,5.42543852420409e-08
225,0.00020847446515887016,7.8089996305899e-08
226,0.00020612316006411445,7.431043431101432e-08
227,0.00018984150345427428,6.829879180666318e-08
228,0.00018801733816308828,6.992189223329565e-08
229,0.00020824484870604677,7.074902935883446e-08
230,0.00019610498156538044,7.216395579613101e-08
231,0.00020644865296346734,7.471698772715662e-08
232,0.00015867402853220574,4.722289159711297e-08
233,0.0002017190864498961,7.341220502810789e-08
234,0.00020369802280866483,7.083424203324845e-08
235,0.00018736202305554939,5.781931449496295e-08
236,0.00018930900309149676,6.564882048875885e-08
237,0.00018997715385172983,6.322396472290879e-08
238,0.0002067469005572449,7.845200776970455e-08
239,0.00020019392955061865,7.16111114826167e-08
240,0.00018814816829045182,6.589607598976941e-08
241,0.00021380569972744042,7.995773448266115e-08
242,0.0001851429360445483,5.903175421367078e-08
243,0.00016728576684395035,4.599796504859592e-08
244,0.00021961206658424923,8.299653660865226e-08
245,0.00018177575343134524,6.04384799278287e-08
246,0.00019583492396663523,6.413189952240427e-08
247,0.0002293060692887824,9.38825006240556e-08
248,0.00023172625437934072,9.148672278036126e-08
249,0.0001910056695569182,5.822019630363446e-08
250,0.00019453252064640918,6.86999962671247e-08
251,0.0001964036146300365,7.611548924575301e-08
252,0.00016996968126198992,5.368506002096733e-08
253,0.00017061316656121633,5.636336897145654e-08
254,0.0001979087890863311,6.510322361206312e-08
255,0.00016828399206477988,5.0170328777286326e-08
256,0.00018215648351065672,5.206612376550033e-08
257,0.00020199120748629794,6.855868223422487e-08
258,0.0001844191764385245,5.812982827785606e-08
259,0.00018674161738024445,5.5299514558766045e-08
260,0.00018905481287361393,6.257883134831978e-08
261,0.00018913483529999934,6.05821343644455e-08
262,0.00017244370604329803,5.715436543453694e-08
263,0.00017423759229112694,5.727088744235797e-08
264,0.00018692882391698607,6.334181897440442e-08
265,0.00019359514071497192,6.321689632819948e-08
266,0.00020331385445334445,7.096082458020854e-08
267,0.00019305039088128592,6.383893476740276e-08
268,0.00022958126520090043,8.867508140908676e-08
269,0.00018648938134627901,6.39224718540818e-08
270,0.00018659297568494887,6.686862445674358e-08
271,0.00019361001443273123,6.258030097663505e-08
272,0.00019466530319687788,6.749193797611752e-08
273,0.00019522465103346572,6.833114618367815e-08
274,0.00018208638788589507,5.739683264280897e-08
275,0.00019587851006818108,6.486400012656436e-08
276,0.000208377948348853,7.362034024719507e-08
277,0.00018561466956817417,6.08121546255517e-08
278,0.00018939711505376545,7.35898193886253e-08
279,0.0001849674798666736,6.208404148548938e-08
280,0.00018807840278433808,6.221227354746065e-08
281,0.00019434787749523702,6.789295480691298e-08
282,0.00018202627559286955,6.34502048454457e-08
283,0.00017724527941889332,5.845568332811322e-08
284,0.00019674759163331693,7.151801666942064e-08
285,0.0001808031955070941,6.227358073260526e-08
286,0.0002112591229256374,8.178421198999887e-08
287,0.0002109876545501488,7.63822436200564e-08
288,0.00019717124632450157,7.121022141162767e-08
289,0.00018951885679205236,6.448019535699924e-08
290,0.00021518354127627004,7.96734513044038e-08
291,0.0001869211091649493,6.587276965784061e-08
292,0.0002170175424698462,8.18254009668945e-08
293,0.0001973989688002647,7.050429289565576e-08
294,0.0002028212765227018,7.208582720850286e-08
295,0.00018708097181370652,6.225995787597816e-08
296,0.00019458625451681765,5.822325747280708e-08
297,0.00017459686199106892,5.6420672400117745e-08
298,0.000187904417231386,6.048523156137612e-08
299,0.0002070955955210883,7.756520801472618e-08
300,0.00020143431083496279,7.457903038004517e-08
301,0.0002051254437036871,7.023913740716005e-08
302,0.00020797085335668323,7.381122190686445e-08
303,0.00019287608138670667,6.60153733076346e-08
304,0.00019730537641732287,6.470384855440814e-08
305,0.00019368621923757413,6.666353911841743e-08
306,0.00020641459928416706,7.256670777940901e-08
307,0.00021281775925051656,8.307458332955309e-08
308,0.00016650900921071643,5.031178823333816e-08
309,0.0001672187950537522,4.467765593898078e-08
310,0.00019025323659562147,6.215146931835489e-08
311,0.0001851227927968783,6.281523597601909e-08
312,0.00020800919197512912,7.798640786760794e-08
313,0.00019544253394163338,6.67765352697567e-08
314,0.00018809748547247494,6.60437553862308e-08
315,0.00019548712958735893,7.061891459902303e-08
316,0.0001842998624238219,5.5322087259799135e-08
317,0.00019360344103965324,6.872800234599708e-08
318,0.0001899399515441945,6.90270615117073e-08
319,0.0001982005158267259,6.538419899679805e-08
320,0.00018370470644538798,5.8655559387342285e-08
